dispute_id,action,reason,notes,error_message
2070IZID001209000000001209,Reject,79626327486941 // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
2057QT0D000717000000000717,Accept, // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
2057QT0D000717000000000717,Reject,79626327486935 // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
9070J7GJ004297000000004297,Accept, // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
9070JDL9007775000000007775,Reject,79626327486937 // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
9070JDL9007777000000007777,Accept, // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
9070IHEO012491000000012491,Reject, // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
9070GBHM003910000000003910,Reject, // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
9070GQ0K000622000000000622,Reject,79626327486933 // Error: Database error: PreparedStatementCallback; bad SQL grammar [UPDATE tbl_disputes SET resolved_by = ?, status = ?, resolved = ?, date_modified = now(), proof_of_reject_uri = ? WHERE unique_log_code = ? AND resolved = 0]
